date,departments,daily_visits,daily_admissions,admission_rate,patient_days,daily_discharge,wait_time,daily_revenue,ctf_daily,daily_profit,ctp_daily,beds_in_use,total_beds,occupancy_rate,daily_readmission,readmission_rate,bed_turnover,employee_count,employee_resign,employee_turnover,equip_count,equip_use,staff_patient_ratio,refer_reason,doctor_id,day_of_week
2024-01-26,orthopedic,47,0,0.0,51,19,0,0,0,0,0,19,20,0.95,0,0.02,0.0,14,1,0.07,58,0.9,1:2,Child Health,ORT14,Friday
2024-01-27,neurology,34,0,0.0,29,14,0,0,0,0,0,10,14,0.71,0,0.17,0.0,12,0,0.0,31,0.7,1:4,Cancer,NEU10,Saturday
2024-01-28,oncology,22,0,0.0,146,17,5,0,0,0,0,25,25,1.0,4,0.13,0.0,15,0,0.0,21,0.5,1:2,Lab Tests,ONC13,Sunday
2024-01-29,radiology,43,0,0.0,0,0,0,5713,0,5699,0,0,0,0.0,0,0.0,0.0,0,0,0.0,28,0.6,1:3,0,RAD20,Monday
2024-01-30,pathology,38,0,0.0,0,0,0,13492,0,13487,0,0,0,0.0,0,0.0,0.0,0,0,0.0,29,1.0,1:3,0,PAT15,Tuesday
2024-01-31,anesthesiology,25,0,0.0,0,0,0,10633,0,10628,0,0,0,0.0,0,0.0,0.0,0,0,0.0,29,0.6,1:4,0,ANE2,Wednesday
2024-02-01,icu,13,0,0.0,52,2,19,0,0,0,0,63,64,0.98,0,0.11,0.0,13,1,0.08,41,0.8,1:4,Pre/Post Surgery,ICU5,Thursday
2024-02-02,psychiatry,38,0,0.0,57,15,34,0,0,0,0,54,54,1.0,3,0.11,0.0,17,1,0.06,30,0.5,1:4,Accident,PSY19,Friday
2024-02-03,physical_therapy,25,0,0.0,0,37,0,17165,0,17155,0,55,55,1.0,0,0.0,0.0,17,1,0.06,46,0.9,1:3,0,PHY18,Saturday
2024-02-04,resp_therapy,15,0,0.0,0,13,0,19669,0,19652,0,42,43,0.98,0,0.0,0.0,19,1,0.05,42,0.5,1:4,0,RES21,Sunday
2024-02-05,nutrition_diet,21,0,0.0,0,0,0,13680,0,13664,0,0,0,0.0,0,0.0,0.0,13,1,0.08,0,0.0,1:2,0,NUT11,Monday
2024-02-06,pharmacy,18,0,0.0,0,0,0,18779,0,18777,0,0,0,0.0,0,0.0,0.0,0,0,0.0,14,0.5,1:4,0,PHA17,Tuesday
2024-02-07,laboratory,43,0,0.0,0,0,0,7315,0,7308,0,0,0,0.0,0,0.0,0.0,0,0,0.0,39,0.7,1:1,0,LAB8,Wednesday
2024-02-08,infection_control,48,0,0.0,0,4,0,0,0,0,0,0,0,1.0,1,0.11,0.0,0,0,0.0,0,0.0,1:3,0,INF6,Thursday
2024-02-09,medical_records,38,0,0.0,0,0,0,2298,0,2293,0,0,0,0.0,0,0.0,0.0,11,0,0.0,0,0.0,1:2,0,MED9,Friday
2024-02-10,admin,19,0,0.0,0,0,0,16155,0,16149,0,0,0,0.0,0,0.0,0.0,10,0,0.0,0,0.0,1:3,0,ADM1,Saturday
2024-02-11,security,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,10,1,0.1,0,0.0,0,0,SEC22,Sunday
2024-02-12,emergency,42,0,0.0,0,30,52,0,0,0,0,49,49,1.0,0,0.0,0.0,16,1,0.06,22,0.6,1:3,Mental Health,EME4,Monday
2024-02-13,internal_med,35,0,0.0,28,13,19,0,0,0,0,13,13,1.0,0,0.07,0.0,16,0,0.0,46,0.9,1:4,Critical Care,INT7,Tuesday
2024-02-14,surgery,0,15,1.0,118,12,0,1283,0,1278,0,20,48,0.42,4,0.12,0.3,12,1,0.08,38,0.9,1:3,Cardiac Issues,SUR23,Wednesday
2024-02-15,pediatric,5,0,0.0,118,9,35,0,0,0,0,32,32,1.0,1,0.05,0.0,17,0,0.0,45,0.6,1:1,Accident,PED16,Thursday
2024-02-16,obgyn,20,20,1.0,24,2,27,0,0,0,0,22,60,0.37,4,0.1,0.3,13,1,0.08,48,0.8,1:1,Rehabilitation,OBG12,Friday
2024-02-17,cardio,49,26,0.53,95,18,59,0,0,0,0,19,63,0.3,4,0.01,0.4,11,0,0.0,37,0.7,1:3,Nervous System,CAR3,Saturday
2024-02-18,orthopedic,41,0,0.0,124,17,0,0,0,0,0,17,17,1.0,2,0.14,0.0,11,1,0.09,11,0.7,1:2,Prenatal,ORT14,Sunday
2024-02-19,neurology,8,0,0.0,86,22,0,0,0,0,0,22,22,1.0,1,0.12,0.0,16,1,0.06,41,0.8,1:3,Breathing Disorders,NEU10,Monday
2024-02-20,oncology,31,8,0.26,135,31,6,0,0,0,0,8,47,0.17,3,0.19,0.2,13,0,0.0,48,0.5,1:4,Critical Care,ONC13,Tuesday
2024-02-21,radiology,32,0,0.0,0,0,0,12139,0,12136,0,0,0,0.0,0,0.0,0.0,0,0,0.0,53,0.9,1:4,0,RAD20,Wednesday
2024-02-22,pathology,26,0,0.0,0,0,0,1144,0,1131,0,0,0,0.0,0,0.0,0.0,0,0,0.0,50,0.7,1:4,0,PAT15,Thursday
2024-02-23,anesthesiology,7,0,0.0,0,0,0,11916,0,11898,0,0,0,0.0,0,0.0,0.0,0,0,0.0,12,0.9,1:1,0,ANE2,Friday
2024-02-24,icu,18,18,1.0,43,6,7,0,0,0,0,5,40,0.12,4,0.11,0.4,19,1,0.05,28,0.6,1:2,Pre/Post Surgery,ICU5,Saturday
2024-02-25,psychiatry,9,0,0.0,68,22,5,0,0,0,0,22,22,1.0,4,0.05,0.0,16,1,0.06,59,0.8,1:2,Lab Tests,PSY19,Sunday
2024-02-26,physical_therapy,23,0,0.0,0,22,0,8316,0,8313,0,10,22,0.45,0,0.0,0.0,13,0,0.0,19,0.9,1:1,0,PHY18,Monday
2024-02-27,resp_therapy,15,0,0.0,0,13,0,6509,0,6494,0,13,13,1.0,0,0.0,0.0,11,0,0.0,53,0.5,1:2,0,RES21,Tuesday
2024-02-28,nutrition_diet,43,0,0.0,0,0,0,4727,0,4722,0,0,0,0.0,0,0.0,0.0,11,0,0.0,0,0.0,1:3,0,NUT11,Wednesday
2024-02-29,pharmacy,39,0,0.0,0,0,0,12030,0,12017,0,0,0,0.0,0,0.0,0.0,0,0,0.0,40,0.9,1:4,0,PHA17,Thursday
2024-03-01,laboratory,9,0,0.0,0,0,0,8666,0,8648,0,0,0,0.0,0,0.0,0.0,0,0,0.0,38,0.9,1:4,0,LAB8,Friday
2024-03-02,infection_control,32,0,1.0,0,1,0,0,0,0,0,0,0,0.15,0,0.16,0.0,0,0,0.0,0,0.0,1:1,0,INF6,Saturday
2024-03-03,medical_records,44,0,0.0,0,0,0,18558,0,18551,0,0,0,0.0,0,0.0,0.0,12,1,0.08,0,0.0,1:1,0,MED9,Sunday
2024-03-04,admin,36,0,0.0,0,0,0,6875,0,6856,0,0,0,0.0,0,0.0,0.0,17,1,0.06,0,0.0,1:4,0,ADM1,Monday
2024-03-05,security,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,16,0,0.0,0,0.0,0,0,SEC22,Tuesday
2024-03-06,emergency,49,0,0.0,0,7,9,0,0,0,0,53,57,0.93,0,0.0,0.0,17,0,0.0,34,0.5,1:2,Cancer,EME4,Wednesday
2024-03-07,internal_med,49,0,0.0,123,27,9,0,0,0,0,24,31,0.77,0,0.04,0.0,16,1,0.06,14,0.9,1:3,Nervous System,INT7,Thursday
2024-03-08,surgery,0,0,0.0,58,30,0,12266,0,12256,0,53,75,0.71,1,0.13,0.0,19,1,0.05,57,0.7,1:4,Mental Health,SUR23,Friday
2024-03-09,pediatric,40,0,0.0,86,14,7,0,0,0,0,14,14,1.0,1,0.17,0.0,15,1,0.07,34,0.7,1:4,Nervous System,PED16,Saturday
2024-03-10,obgyn,49,0,0.0,142,39,31,0,0,0,0,62,73,0.85,3,0.02,0.0,14,0,0.0,45,0.8,1:1,Elective Procedure,OBG12,Sunday
2024-03-11,cardio,40,40,1.0,148,7,17,0,0,0,0,6,79,0.08,3,0.19,0.5,13,0,0.0,55,0.8,1:3,Cancer,CAR3,Monday
2024-03-12,orthopedic,45,14,0.31,128,18,0,0,0,0,0,44,76,0.58,4,0.08,0.2,10,0,0.0,59,0.8,1:4,Elective Procedure,ORT14,Tuesday
2024-03-13,neurology,12,0,0.0,53,15,0,0,0,0,0,64,67,0.96,4,0.0,0.0,18,0,0.0,29,0.6,1:2,Mental Health,NEU10,Wednesday
2024-03-14,oncology,13,0,0.0,62,13,15,0,0,0,0,13,13,1.0,1,0.18,0.0,18,0,0.0,40,0.7,1:2,Joint Issues,ONC13,Thursday
2024-03-15,radiology,31,0,0.0,0,0,0,2100,0,2093,0,0,0,0.0,0,0.0,0.0,0,0,0.0,31,0.8,1:1,0,RAD20,Friday
2024-03-16,pathology,49,0,0.0,0,0,0,9984,0,9976,0,0,0,0.0,0,0.0,0.0,0,0,0.0,47,1.0,1:3,0,PAT15,Saturday
2024-03-17,anesthesiology,31,0,0.0,0,0,0,9262,0,9245,0,0,0,0.0,0,0.0,0.0,0,0,0.0,18,0.9,1:2,0,ANE2,Sunday
2024-03-18,icu,25,25,1.0,69,8,17,0,0,0,0,11,53,0.21,0,0.19,0.5,13,1,0.08,41,0.6,1:4,Cardiac Issues,ICU5,Monday
2024-03-19,psychiatry,18,0,0.0,135,26,52,0,0,0,0,26,26,1.0,3,0.08,0.0,18,0,0.0,32,0.6,1:1,Mental Health,PSY19,Tuesday
2024-03-20,physical_therapy,10,0,0.0,0,12,0,19642,0,19640,0,36,36,1.0,0,0.0,0.0,16,0,0.0,37,0.8,1:2,0,PHY18,Wednesday
2024-03-21,resp_therapy,21,0,0.0,0,25,0,14027,0,14017,0,51,61,0.84,0,0.0,0.0,16,1,0.06,23,0.8,1:4,0,RES21,Thursday
2024-03-22,nutrition_diet,49,0,0.0,0,0,0,18222,0,18214,0,0,0,0.0,0,0.0,0.0,14,1,0.07,0,0.0,1:1,0,NUT11,Friday
2024-03-23,pharmacy,16,0,0.0,0,0,0,12961,0,12951,0,0,0,0.0,0,0.0,0.0,0,0,0.0,54,0.6,1:3,0,PHA17,Saturday
2024-03-24,laboratory,38,0,0.0,0,0,0,17339,0,17325,0,0,0,0.0,0,0.0,0.0,0,0,0.0,58,0.5,1:3,0,LAB8,Sunday
2024-03-25,infection_control,5,0,1.0,0,19,0,0,0,0,0,0,0,0.4,2,0.18,0.0,0,0,0.0,0,0.0,1:4,0,INF6,Monday
2024-03-26,medical_records,18,0,0.0,0,0,0,17466,0,17447,0,0,0,0.0,0,0.0,0.0,17,1,0.06,0,0.0,1:3,0,MED9,Tuesday
2024-03-27,admin,29,0,0.0,0,0,0,18528,0,18522,0,0,0,0.0,0,0.0,0.0,16,0,0.0,0,0.0,1:1,0,ADM1,Wednesday
2024-03-28,security,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,13,1,0.08,0,0.0,0,0,SEC22,Thursday
2024-03-29,emergency,33,0,0.0,0,6,51,0,0,0,0,10,10,1.0,0,0.0,0.0,15,0,0.0,36,0.6,1:2,Accident,EME4,Friday
2024-03-30,internal_med,18,0,0.0,110,20,22,0,0,0,0,21,23,0.91,0,0.01,0.0,14,1,0.07,12,0.9,1:4,Cardiac Issues,INT7,Saturday
2024-03-31,surgery,0,0,0.0,134,20,0,18976,0,18973,0,51,51,1.0,1,0.03,0.0,16,1,0.06,17,0.5,1:2,Nervous System,SUR23,Sunday
2024-04-01,pediatric,7,0,0.0,74,27,6,0,0,0,0,46,72,0.64,4,0.06,0.0,11,1,0.09,30,1.0,1:4,Chronic Illness,PED16,Monday
2024-04-02,obgyn,15,5,0.33,111,35,28,0,0,0,0,15,55,0.27,2,0.18,0.1,13,0,0.0,30,0.6,1:2,Child Health,OBG12,Tuesday
2024-04-03,cardio,35,0,0.0,22,11,55,0,0,0,0,11,11,1.0,0,0.19,0.0,16,1,0.06,48,0.9,1:3,Cancer,CAR3,Wednesday
2024-04-04,orthopedic,5,5,1.0,41,6,0,0,0,0,0,54,79,0.68,3,0.02,0.1,14,1,0.07,31,0.9,1:1,Joint Issues,ORT14,Thursday
2024-04-05,neurology,18,0,0.0,90,20,0,0,0,0,0,57,57,1.0,2,0.03,0.0,13,1,0.08,51,0.7,1:4,Accident,NEU10,Friday
2024-04-06,oncology,31,0,0.0,119,36,55,0,0,0,0,36,36,1.0,0,0.01,0.0,11,0,0.0,28,1.0,1:1,Rehabilitation,ONC13,Saturday
2024-04-07,radiology,24,0,0.0,0,0,0,5931,0,5917,0,0,0,0.0,0,0.0,0.0,0,0,0.0,56,0.6,1:1,0,RAD20,Sunday
2024-04-08,pathology,21,0,0.0,0,0,0,2773,0,2766,0,0,0,0.0,0,0.0,0.0,0,0,0.0,33,0.8,1:4,0,PAT15,Monday
2024-04-09,anesthesiology,14,0,0.0,0,0,0,13088,0,13081,0,0,0,0.0,0,0.0,0.0,0,0,0.0,13,0.7,1:3,0,ANE2,Tuesday
2024-01-01,icu,16,0,0.0,114,16,30,0,0,0,0,16,16,1.0,3,0.19,0.0,14,0,0.0,50,0.7,1:1,Nervous System,ICU5,Monday
2024-01-02,psychiatry,17,0,0.0,121,7,48,0,0,0,0,9,14,0.64,3,0.12,0.0,19,0,0.0,32,0.7,1:4,Cancer,PSY19,Tuesday
2024-01-03,physical_therapy,39,0,0.0,0,36,0,1825,0,1809,0,48,54,0.89,0,0.0,0.0,18,0,0.0,49,0.8,1:1,0,PHY18,Wednesday
2024-01-04,resp_therapy,46,0,0.0,0,8,0,17495,0,17489,0,18,18,1.0,0,0.0,0.0,18,1,0.06,13,0.8,1:4,0,RES21,Thursday
2024-01-05,nutrition_diet,25,0,0.0,0,0,0,3140,0,3136,0,0,0,0.0,0,0.0,0.0,15,0,0.0,0,0.0,1:1,0,NUT11,Friday
2024-01-06,pharmacy,8,0,0.0,0,0,0,12283,0,12274,0,0,0,0.0,0,0.0,0.0,0,0,0.0,11,0.7,1:1,0,PHA17,Saturday
2024-01-07,laboratory,20,0,0.0,0,0,0,12270,0,12268,0,0,0,0.0,0,0.0,0.0,0,0,0.0,33,0.9,1:4,0,LAB8,Sunday
2024-01-08,infection_control,27,0,0.0,0,13,0,0,0,0,0,0,0,1.0,3,0.13,0.0,0,0,0.0,0,0.0,1:4,0,INF6,Monday
2024-01-09,medical_records,28,0,0.0,0,0,0,19136,0,19129,0,0,0,0.0,0,0.0,0.0,13,0,0.0,0,0.0,1:2,0,MED9,Tuesday
2024-01-10,admin,6,0,0.0,0,0,0,17708,0,17694,0,0,0,0.0,0,0.0,0.0,17,1,0.06,0,0.0,1:4,0,ADM1,Wednesday
2024-01-11,security,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,11,1,0.09,0,0.0,0,0,SEC22,Thursday
2024-01-12,emergency,10,10,1.0,0,20,28,0,0,0,0,7,64,0.11,0,0.0,0.0,14,1,0.07,17,0.8,1:3,Elective Procedure,EME4,Friday
2024-01-13,internal_med,43,30,0.7,116,36,6,0,0,0,0,8,74,0.11,2,0.19,0.4,12,1,0.08,38,0.7,1:3,Accident,INT7,Saturday
2024-01-14,surgery,0,5,0.12,31,8,0,10947,0,10943,0,52,65,0.8,0,0.14,0.1,11,0,0.0,30,0.9,1:2,Child Health,SUR23,Sunday
2024-01-15,pediatric,42,0,0.0,54,19,22,0,0,0,0,34,53,0.64,1,0.0,0.0,15,0,0.0,21,0.9,1:4,Chronic Illness,PED16,Monday
2024-01-16,obgyn,28,0,0.0,123,6,8,0,0,0,0,22,22,1.0,4,0.02,0.0,15,1,0.07,14,0.7,1:4,Critical Care,OBG12,Tuesday
2024-01-17,cardio,28,0,0.0,37,26,11,0,0,0,0,26,26,1.0,4,0.13,0.0,13,0,0.0,55,0.6,1:4,Cancer,CAR3,Wednesday
2024-01-18,orthopedic,16,3,0.19,91,34,0,0,0,0,0,7,44,0.16,0,0.11,0.1,18,0,0.0,52,0.7,1:2,Accident,ORT14,Thursday
2024-01-19,neurology,23,0,0.0,68,5,0,0,0,0,0,34,35,0.97,0,0.16,0.0,12,1,0.08,59,1.0,1:1,Mental Health,NEU10,Friday
2024-01-20,oncology,9,0,0.0,47,22,5,0,0,0,0,44,64,0.69,1,0.14,0.0,11,1,0.09,53,0.9,1:2,Cancer,ONC13,Saturday
2024-01-21,radiology,17,0,0.0,0,0,0,3987,0,3969,0,0,0,0.0,0,0.0,0.0,0,0,0.0,12,0.7,1:3,0,RAD20,Sunday
2024-01-22,pathology,26,0,0.0,0,0,0,8787,0,8779,0,0,0,0.0,0,0.0,0.0,0,0,0.0,37,0.6,1:3,0,PAT15,Monday
2024-01-23,anesthesiology,17,0,0.0,0,0,0,16176,0,16166,0,0,0,0.0,0,0.0,0.0,0,0,0.0,27,0.8,1:2,0,ANE2,Tuesday
2024-01-24,icu,38,17,0.45,40,5,52,0,0,0,0,12,34,0.35,1,0.09,0.5,18,1,0.06,22,0.7,1:4,Imaging,ICU5,Wednesday
2024-01-25,psychiatry,14,0,0.0,95,28,27,0,0,0,0,20,28,0.71,1,0.12,0.0,12,0,0.0,34,0.8,1:3,Joint Issues,PSY19,Thursday
2024-01-26,physical_therapy,47,0,0.0,0,29,0,10468,0,10455,0,38,39,0.97,0,0.0,0.0,14,1,0.07,59,0.6,1:2,0,PHY18,Friday
2024-01-27,resp_therapy,35,0,0.14,0,13,0,19686,0,19669,0,19,37,0.51,0,0.0,0.0,12,0,0.0,12,0.8,1:4,0,RES21,Saturday
2024-01-28,nutrition_diet,28,0,0.0,0,0,0,18772,0,18763,0,0,0,0.0,0,0.0,0.0,15,0,0.0,0,0.0,1:1,0,NUT11,Sunday
2024-01-29,pharmacy,38,0,0.0,0,0,0,15045,0,15043,0,0,0,0.0,0,0.0,0.0,0,0,0.0,47,0.9,1:1,0,PHA17,Monday
2024-01-30,laboratory,40,0,0.0,0,0,0,15893,0,15877,0,0,0,0.0,0,0.0,0.0,0,0,0.0,47,0.6,1:1,0,LAB8,Tuesday
2024-01-31,infection_control,48,0,0.0,0,14,0,0,0,0,0,0,0,1.0,0,0.04,0.0,0,0,0.0,0,0.0,1:3,0,INF6,Wednesday
2024-02-01,medical_records,18,0,0.0,0,0,0,7634,0,7631,0,0,0,0.0,0,0.0,0.0,13,1,0.08,0,0.0,1:3,0,MED9,Thursday
2024-02-02,admin,7,0,0.0,0,0,0,4016,0,3998,0,0,0,0.0,0,0.0,0.0,17,1,0.06,0,0.0,1:2,0,ADM1,Friday
2024-02-03,security,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,17,1,0.06,0,0.0,0,0,SEC22,Saturday
2024-02-04,emergency,32,0,0.0,0,15,36,0,0,0,0,20,20,1.0,0,0.0,0.0,19,1,0.05,36,0.7,1:3,Critical Care,EME4,Sunday
2024-02-05,internal_med,30,0,0.0,92,31,9,0,0,0,0,25,41,0.61,2,0.15,0.0,13,1,0.08,42,0.8,1:3,Mental Health,INT7,Monday
2024-02-06,surgery,0,0,0.0,20,34,0,6552,0,6548,0,20,42,0.48,0,0.18,0.0,13,1,0.08,19,0.8,1:2,Child Health,SUR23,Tuesday
2024-02-07,pediatric,8,0,0.0,65,12,7,0,0,0,0,12,12,1.0,0,0.08,0.0,14,0,0.0,48,0.9,1:4,Cardiac Issues,PED16,Wednesday
2024-02-08,obgyn,19,19,1.0,24,1,26,0,0,0,0,51,77,0.66,3,0.15,0.2,15,0,0.0,26,0.7,1:1,Cardiac Issues,OBG12,Thursday
2024-02-09,cardio,28,7,0.25,127,9,35,0,0,0,0,58,74,0.78,4,0.02,0.1,11,0,0.0,15,0.7,1:1,Prenatal,CAR3,Friday
2024-02-10,orthopedic,46,0,0.0,50,14,0,0,0,0,0,14,14,1.0,3,0.08,0.0,10,0,0.0,29,0.8,1:2,Lab Tests,ORT14,Saturday
2024-02-11,neurology,38,4,0.11,129,7,0,0,0,0,0,49,60,0.82,4,0.18,0.1,10,1,0.1,57,0.6,1:4,Lab Tests,NEU10,Sunday
2024-02-12,oncology,20,9,0.45,101,31,6,0,0,0,0,5,45,0.11,3,0.06,0.2,16,1,0.06,50,0.6,1:3,Imaging,ONC13,Monday
2024-02-13,radiology,38,0,0.0,0,0,0,10055,0,10038,0,0,0,0.0,0,0.0,0.0,0,0,0.0,27,0.7,1:4,0,RAD20,Tuesday
2024-02-14,pathology,35,0,0.0,0,0,0,1583,0,1567,0,0,0,0.0,0,0.0,0.0,0,0,0.0,11,0.7,1:4,0,PAT15,Wednesday
2024-02-15,anesthesiology,46,0,0.0,0,0,0,9986,0,9982,0,0,0,0.0,0,0.0,0.0,0,0,0.0,53,0.9,1:4,0,ANE2,Thursday
2024-02-16,icu,25,0,0.0,132,34,10,0,0,0,0,21,47,0.45,3,0.06,0.0,13,1,0.08,24,0.9,1:1,Chronic Illness,ICU5,Friday
2024-02-17,psychiatry,29,11,0.38,11,33,47,0,0,0,0,5,49,0.1,1,0.04,0.2,11,0,0.0,16,0.9,1:4,Mental Health,PSY19,Saturday
2024-02-18,physical_therapy,23,0,1.0,0,27,0,2633,0,2615,0,16,71,0.23,0,0.0,0.0,11,1,0.09,46,0.7,1:3,0,PHY18,Sunday
2024-02-19,resp_therapy,10,0,0.0,0,27,0,14010,0,14006,0,47,58,0.81,0,0.0,0.0,16,1,0.06,45,0.9,1:4,0,RES21,Monday
2024-02-20,nutrition_diet,39,0,0.0,0,0,0,1047,0,1045,0,0,0,0.0,0,0.0,0.0,13,0,0.0,0,0.0,1:3,0,NUT11,Tuesday
2024-02-21,pharmacy,27,0,0.0,0,0,0,16093,0,16077,0,0,0,0.0,0,0.0,0.0,0,0,0.0,27,0.7,1:2,0,PHA17,Wednesday
2024-02-22,laboratory,39,0,0.0,0,0,0,13794,0,13785,0,0,0,0.0,0,0.0,0.0,0,0,0.0,48,0.6,1:1,0,LAB8,Thursday
2024-02-23,infection_control,26,0,0.0,0,19,0,0,0,0,0,0,0,1.0,1,0.19,0.0,0,0,0.0,0,0.0,1:1,0,INF6,Friday
2024-02-24,medical_records,22,0,0.0,0,0,0,1100,0,1090,0,0,0,0.0,0,0.0,0.0,19,1,0.05,0,0.0,1:2,0,MED9,Saturday
2024-02-25,admin,29,0,0.0,0,0,0,7249,0,7241,0,0,0,0.0,0,0.0,0.0,16,1,0.06,0,0.0,1:3,0,ADM1,Sunday
2024-02-26,security,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,13,0,0.0,0,0.0,0,0,SEC22,Monday
2024-02-27,emergency,23,11,0.48,0,30,11,0,0,0,0,8,49,0.16,0,0.0,0.0,11,0,0.0,15,0.6,1:1,Pre/Post Surgery,EME4,Tuesday
2024-02-28,internal_med,19,0,0.0,74,34,42,0,0,0,0,6,34,0.18,2,0.0,0.0,11,0,0.0,23,0.8,1:2,Lab Tests,INT7,Wednesday
2024-02-29,surgery,0,30,1.0,96,15,0,3433,0,3415,0,30,76,0.39,1,0.1,0.4,13,0,0.0,43,0.6,1:2,Imaging,SUR23,Thursday
2024-03-01,pediatric,18,0,0.0,10,1,34,0,0,0,0,35,35,1.0,3,0.03,0.0,14,1,0.07,55,0.9,1:1,Pre/Post Surgery,PED16,Friday
2024-03-02,obgyn,21,21,1.0,44,7,50,0,0,0,0,15,51,0.29,2,0.16,0.4,13,0,0.0,45,0.6,1:1,Elective Procedure,OBG12,Saturday
2024-03-03,cardio,8,0,0.0,76,27,54,0,0,0,0,27,46,0.59,4,0.03,0.0,12,1,0.08,23,0.7,1:3,Cardiac Issues,CAR3,Sunday
2024-03-04,orthopedic,18,3,0.17,44,8,0,0,0,0,0,61,72,0.85,3,0.03,0.0,17,1,0.06,58,0.8,1:3,Elective Procedure,ORT14,Monday
2024-03-05,neurology,12,0,0.0,83,6,0,0,0,0,0,43,43,1.0,1,0.11,0.0,16,0,0.0,48,0.7,1:1,Joint Issues,NEU10,Tuesday
2024-03-06,oncology,29,0,0.0,104,33,25,0,0,0,0,50,50,1.0,3,0.04,0.0,17,0,0.0,13,0.9,1:3,Elective Procedure,ONC13,Wednesday
2024-03-07,radiology,32,0,0.0,0,0,0,10523,0,10519,0,0,0,0.0,0,0.0,0.0,0,0,0.0,29,0.8,1:3,0,RAD20,Thursday
2024-03-08,pathology,20,0,0.0,0,0,0,10216,0,10214,0,0,0,0.0,0,0.0,0.0,0,0,0.0,10,1.0,1:4,0,PAT15,Friday
2024-03-09,anesthesiology,14,0,0.0,0,0,0,1254,0,1248,0,0,0,0.0,0,0.0,0.0,0,0,0.0,58,0.8,1:4,0,ANE2,Saturday
2024-03-10,icu,45,28,0.62,112,6,9,0,0,0,0,5,39,0.13,0,0.1,0.7,14,0,0.0,46,0.6,1:4,Cancer,ICU5,Sunday
2024-03-11,psychiatry,34,0,0.0,98,27,33,0,0,0,0,52,66,0.79,4,0.17,0.0,13,0,0.0,22,0.8,1:1,Elective Procedure,PSY19,Monday
2024-03-12,physical_therapy,10,0,0.0,0,32,0,4899,0,4884,0,38,45,0.84,0,0.0,0.0,10,0,0.0,35,0.9,1:1,0,PHY18,Tuesday
2024-03-13,resp_therapy,17,0,0.0,0,9,0,2541,0,2535,0,42,50,0.84,0,0.0,0.0,18,0,0.0,16,0.7,1:4,0,RES21,Wednesday
2024-03-14,nutrition_diet,20,0,0.0,0,0,0,9995,0,9978,0,0,0,0.0,0,0.0,0.0,18,0,0.0,0,0.0,1:4,0,NUT11,Thursday
2024-03-15,pharmacy,18,0,0.0,0,0,0,2184,0,2175,0,0,0,0.0,0,0.0,0.0,0,0,0.0,32,0.8,1:1,0,PHA17,Friday
2024-03-16,laboratory,34,0,0.0,0,0,0,5043,0,5027,0,0,0,0.0,0,0.0,0.0,0,0,0.0,58,0.8,1:1,0,LAB8,Saturday
2024-03-17,infection_control,43,0,0.0,0,29,0,0,0,0,0,0,0,0.37,4,0.02,0.0,0,0,0.0,0,0.0,1:3,0,INF6,Sunday
2024-03-18,medical_records,18,0,0.0,0,0,0,14467,0,14459,0,0,0,0.0,0,0.0,0.0,13,1,0.08,0,0.0,1:4,0,MED9,Monday
2024-03-19,admin,17,0,0.0,0,0,0,7338,0,7324,0,0,0,0.0,0,0.0,0.0,18,0,0.0,0,0.0,1:4,0,ADM1,Tuesday
2024-03-20,security,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,16,0,0.0,0,0.0,0,0,SEC22,Wednesday
2024-03-21,emergency,26,0,0.0,0,22,55,0,0,0,0,24,24,1.0,0,0.0,0.0,16,1,0.06,21,0.7,1:2,Joint Issues,EME4,Thursday
2024-03-22,internal_med,44,15,0.34,30,11,56,0,0,0,0,35,61,0.57,2,0.16,0.2,14,1,0.07,14,0.9,1:3,Nervous System,INT7,Friday
2024-03-23,surgery,0,0,0.0,111,10,0,18490,0,18476,0,12,12,1.0,1,0.06,0.0,12,0,0.0,55,0.8,1:1,Prenatal,SUR23,Saturday
2024-03-24,pediatric,25,0,0.0,147,13,18,0,0,0,0,13,13,1.0,2,0.16,0.0,17,1,0.06,28,0.8,1:2,Joint Issues,PED16,Sunday
2024-03-25,obgyn,11,0,0.0,135,6,10,0,0,0,0,28,28,1.0,1,0.08,0.0,10,1,0.1,45,0.7,1:2,Mental Health,OBG12,Monday
2024-03-26,cardio,16,0,0.0,84,13,35,0,0,0,0,13,13,1.0,3,0.03,0.0,17,1,0.06,49,0.8,1:1,Accident,CAR3,Tuesday
2024-03-27,orthopedic,33,0,0.0,43,32,0,0,0,0,0,27,56,0.48,3,0.19,0.0,16,0,0.0,39,0.9,1:4,Mental Health,ORT14,Wednesday
2024-03-28,neurology,47,0,0.0,38,31,0,0,0,0,0,38,38,1.0,0,0.11,0.0,13,1,0.08,13,0.7,1:1,Accident,NEU10,Thursday
